pair_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado
P01879,Ten cuidado.,INLU'UK'TUKER',ten cuidado.,inlu'uk'tuker'
P01880,Somos médicos.,LULENTUTEK NUKA'KAWA',somos médicos.,lulentutek nuka'kawa'
P01881,Bebimos mucho.,NAKUSU' ULLIDEK,bebimos mucho.,nakusu' ullidek
P01882,Le perdonamos.,TA'ITULA'LLIDEK,le perdonamos.,ta'itula'llidek
P01883,Necesitamos ganar.,LUWANTULLIDEK KANA'TAK,necesitamos ganar.,luwantullidek kana'tak
P01884,Necesitábamos ayuda.,LUWANTULLIDEK KATU'PA',necesitábamos ayuda.,luwantullidek katu'pa'
P01885,Deberíamos ayudar.,KATU'PA'TUWINANSU',deberíamos ayudar.,katu'pa'tuwinansu'
P01886,Fuimos culpados.,A'APITULLINER'KUDEK,fuimos culpados.,a'apitulliner'kudek
P01887,Estábamos bromeando.,SI'LENTAPAWIÑIDEK,estábamos bromeando.,si'lentapawiñidek
P01888,Estaremos felices.,MUSU' ÑAPE'CHIDEK,estaremos felices.,musu' ñape'chidek
P01889,Ahí estaremos.,NANEK ÑAPATERWA',ahí estaremos.,nanek ñapaterwa'
P01890,Lo pintaremos.,LLINSERLLIDEK,lo pintaremos.,llinserllidek
P01891,Te salvaremos.,A'CHIYEK'ECHIDEN,te salvaremos.,a'chiyek'echiden
P01892,Somos hermanos.,IIN NUKA'KAWA,somos hermanos.,iin nuka'kawa
P01893,Estamos divorciados.,YANPU'SU' ÑAPALLIDEK,estamos divorciados.,yanpu'su' ñapallidek
P01894,Somos inquietos.,WADANPINTEK NUKA'KAWA',somos inquietos.,wadanpintek nuka'kawa'
P01895,Estamos colgados.,ÑAPALLIDEK WINTENSU',estamos colgados.,ñapallidek wintensu'
P01896,Somos minuciosos.,INLU'UK'TUTEK NUKA'KAWA',somos minuciosos.,inlu'uk'tutek nuka'kawa'
P01897,Los tenemos.,A'ÑAPALEKDEKWA',los tenemos.,a'ñapalekdekwa'
P01898,Tenemos esto.,A'ÑAPALEKWA' ASU',tenemos esto.,a'ñapalekwa' asu'
P01899,¿Estabas solo?,¿KENMASA' ÑAPAWINA?,¿estabas solo?,¿kenmasa' ñapawina?
P01900,¿Estabas allí?,¿NANEK ÑAPAWINA?,¿estabas allí?,¿nanek ñapawina?
P01901,¡Buen país!,¡U'CHIMU ÑINALU'!,¡buen país!,¡u'chimu ñinalu'!
P01902,¡Buen pensamiento!,¡U'CHIMU LLI'INU!,¡buen pensamiento!,¡u'chimu lli'inu!
P01903,¿Y tú?,¿KENMA?,¿y tú?,¿kenma?
P01904,¿Qué necesito?,¿MA'NEN LUWANTULEK?,¿qué necesito?,¿ma'nen luwantulek?
P01905,¿Cuándo termina?,¿ENPI' TA'WANTECHU?,¿cuándo termina?,¿enpi' ta'wantechu?
P01906,¿Dónde estabas?,¿ENÑUPA' ÑAPAWINA?,¿dónde estabas?,¿enñupa' ñapawina?
P01907,¿Lo harás?,¿NU'TECHU'?,¿lo harás?,¿nu'techu'?
P01908,¿Lo harán?,¿NU'TECHUMA'?,¿lo harán?,¿nu'techuma'?
P01909,"Sí, claro.",TEKINCHI,"sí, claro.",tekinchi
P01910,"Sí, ciertamente.",TEKINCHI,"sí, ciertamente.",tekinchi
P01911,Me ignorabas.,LUWER'CHI'NUN,me ignorabas.,luwer'chi'nun
P01912,Me ignoraste.,LUWER'CHI'NUN,me ignoraste.,luwer'chi'nun
P01913,Me mentiste.,TUMU'TULUN,me mentiste.,tumu'tulun
P01914,Nos mentiste.,TUMU'TULUNDEK,nos mentiste.,tumu'tulundek
P01915,Pareces cansado.,SAKA'TA'MASU'PU'SU' LLI'TULA,pareces cansado.,saka'ta'masu'pu'su' lli'tula
P01916,Pareces molesto.,YUPA'MASU'PU'SU'  LLI'TULA,pareces molesto.,yupa'masu'pu'su' lli'tula
P01917,Puedes negarte.,KU'LA TUNANSIN,puedes negarte.,ku'la tunansin
P01918,Necesitan dinero.,LUWANTULLINA' KULLIKER,necesitan dinero.,luwantullina' kulliker
P01919,Hueles bien.,LANERLLIEN U'CHIMU,hueles bien.,lanerllien u'chimu
P01920,Quédese ahí.,LLIA'KER NANEK,quédese ahí.,llia'ker nanek
P01921,Fuiste valiente.,NANTAPITEK ÑIWINA,fuiste valiente.,nantapitek ñiwina
P01922,Estabas feliz.,MUSU' ÑAPAWINA,estabas feliz.,musu' ñapawina
P01923,Estaban felices.,MUSU' ÑAPAWIÑINA',estaban felices.,musu' ñapawiñina'
P01924,Son increíbles.,LATEK'INPU'PILUSA' NUKER'KA,son increíbles.,latek'inpu'pilusa' nuker'ka
P01925,Estás enamorado.,YAKU'APER'WANA,estás enamorado.,yaku'aper'wana
P01926,Estás invitado.,PEKLUPI NUKA'MA,estás invitado.,peklupi nuka'ma
P01927,Eres paciente.,WA'TENTUTEK NUKA'MA,eres paciente.,wa'tentutek nuka'ma
P01928,Estás ganando.,KANA'TAPALA,estás ganando.,kana'tapala
P01929,Están ganando.,KANA'TAPALLINA',están ganando.,kana'tapallina'
P01930,Estás herida.,KALUWI'PALA,estás herida.,kaluwi'pala
P01931,Has cambiado.,A'PAWILEK'LA,has cambiado.,a'pawilek'la
P01932,Quien sea.,DENPINTA' ÑI'I,quien sea.,denpinta' ñi'i
P01933,¿Terminamos?,¿A'TA'WANTULEKWA'?,¿terminamos?,¿a'ta'wantulekwa'?
P01934,¿Estás emocionado?,¿SAKEK'SU' ÑAPALA?,¿estás emocionado?,¿sakek'su' ñapala?
P01935,¿Están bien?,¿MUSU' ÑAPALAMA'?,¿están bien?,¿musu' ñapalama'?
P01936,¿Estás saludable?,¿MUDINU'PALA?,¿estás saludable?,¿mudinu'pala?
P01937,¿Estás sano?,¿MUDINU'PALA?,¿estás sano?,¿mudinu'pala?
P01938,¿Estás jodiendo?,¿A'PE'CHAPALA?,¿estás jodiendo?,¿a'pe'chapala?
P01939,¿Estás mirando?,¿LLI'TAPALA?,¿estás mirando?,¿lli'tapala?
P01940,¿Estás casado?,¿SADASU'CHA ÑAPALA?,¿estás casado?,¿sadasu'cha ñapala?
P01941,¿Estás casada?,¿SUDASU'CHA ÑAPALA?,¿estás casada?,¿sudasu'cha ñapala?
P01942,¿Son hermanas?,¿KAI'KUALUSA' NUKA'MAMA'?,¿son hermanas?,¿kai'kualusa' nuka'mama'?
P01943,¿Estás ganando?,¿KANA'TAPALA?,¿estás ganando?,¿kana'tapala?
P01944,¿Estás trabajando?,¿SAKA'TAPALA?,¿estás trabajando?,¿saka'tapala?
P01945,Pregúntame mañana.,LEK'KU EK'KLLI,pregúntame mañana.,lek'ku ek'klli
P01946,Acércalo.,A'KAWITER',acércalo.,a'kawiter'
P01947,Traeme eso.,KERITU'U NANA,traeme eso.,keritu'u nana
P01948,¿Puedo probármelo?,¿YENNITULEK LATA'AK?,¿puedo probármelo?,¿yennitulek lata'ak?
P01949,¿Pueden vernos?,¿YENNITULLINA LLI'ER'KENMUAK?,¿pueden vernos?,¿yennitullina lli'er'kenmuak?
P01950,¿Podemos probarlo?,¿YENNITULEKWA' LATA'AK?,¿podemos probarlo?,¿yennitulekwa' lata'ak?
P01951,¿Puedes encontrarlo?,¿YENNITULA KANAN'A'MAK?,¿puedes encontrarlo?,¿yennitula kanan'a'mak?
P01952,¿Puedes oírme?,¿YENNITULA LAUK'A'MUK?,¿puedes oírme?,¿yennitula lauk'a'muk?
P01953,¿Puedes oírnos?,¿YENNITULA LAUK'A'MUDEK?,¿puedes oírnos?,¿yennitula lauk'a'mudek?
P01954,¿Puedes ayudarme?,¿YENNITULA KATUPA'A'MUK?,¿puedes ayudarme?,¿yennitula katupa'a'muk?
P01955,¿Pueden ayudarme?,¿YENNITULAMA KATUPA'A'MUK?,¿pueden ayudarme?,¿yennitulama katupa'a'muk?
P01956,¿Puedes abrirlo?,¿YENNITULA EK'KER'CHA'MAK?,¿puedes abrirlo?,¿yennitula ek'ker'cha'mak?
P01957,¿Puedes mostrarme?,¿YENNITULA A'LLI'A'MUK?,¿puedes mostrarme?,¿yennitula a'lli'a'muk?
P01958,"Vamos, levántate.","YUNSANKER' , ENCHU","vamos, levántate.","yunsanker', enchu"
P01959,Defiéndete.,INLU'UKTER',defiéndete.,inlu'ukter'
P01960,¿Me oíste?,¿LAUK'LUN?,¿me oíste?,¿lauk'lun?
P01961,¿Te gustó?,¿IYA'TULA?,¿te gustó?,¿iya'tula?
P01962,¿Les gustó?,¿IYA'TULAMA?,¿les gustó?,¿iya'tulama?
P01963,¿Me querías?,¿LUWANTUWINUN?,¿me querías?,¿luwantuwinun?
P01964,¿Me amabas?,¿LUWANTUWINUN?,¿me amabas?,¿luwantuwinun?
P01965,¿Lo hiciste?,¿NU'TULA?,¿lo hiciste?,¿nu'tula?
P01966,¿Me extrañaste?,¿LU'WAN'NUN?,¿me extrañaste?,¿lu'wan'nun?
P01967,Hazlo ahoritita.,NU'TER' IPIA'LASHINCHI,hazlo ahoritita.,nu'ter' ipia'lashinchi
P01968,¿Comés carne?,¿CHUCHU KA'A'PALA?,¿comés carne?,¿chuchu ka'a'pala?
P01969,¿Está mal?,¿ÑAPALLI MUIN'SU?,¿está mal?,¿ñapalli muin'su?
P01970,¿Tienes uno?,¿A'ÑAPALA ALA'SA'?,¿tienes uno?,¿a'ñapala ala'sa'?
P01971,¿La conoces?,¿LUWER'CHAPALA?,¿la conoces?,¿luwer'chapala?
P01972,¿La conocen?,¿LUWER'CHAPALAMA?,¿la conocen?,¿luwer'chapalama?
P01973,¿Le conoce?,¿LUWER'CHAPALLI?,¿le conoce?,¿luwer'chapalli?
P01974,¿Lo recuerdas?,¿LLI'INUTAPALA?,¿lo recuerdas?,¿lli'inutapala?
P01975,¿Tú crees?,¿KENMA LATEKTAPALA?,¿tú crees?,¿kenma latektapala?
P01976,¿Usted cree?,¿KENMA LATEKTAPALA?,¿usted cree?,¿kenma latektapala?
P01977,¿Le quieres?,¿LUWANTAPALA?,¿le quieres?,¿luwantapala?
P01978,¿Me conoce?,¿LUWER'CHAPALUN?,¿me conoce?,¿luwer'chapalun?
P01979,No interfieras.,YATU'NEKTUTA,no interfieras.,yatu'nektuta
P01980,No mientas.,YATUMU'TA,no mientas.,yatumu'ta
P01981,¡No mientas!,¡YATUMU'TA!,¡no mientas!,¡yatumu'ta!
P01982,Todos miraron.,IÑER'DAPER' LLI'TULLINA',todos miraron.,iñer'daper' lli'tullina'
P01983,Todos oraron.,IÑER'DAPER' MALLIA'LLINA',todos oraron.,iñer'daper' mallia'llina'
P01984,Todos sonrieron.,IÑER'DAPER YAMERLADALLINA',todos sonrieron.,iñer'daper yamerladallina'
P01985,Dales dinero.,ENKA'DEKER' KULLIKER',dales dinero.,enka'deker' kulliker'
P01986,¡Dámelas!,¡ENKA'U!,¡dámelas!,¡enka'u!
P01987,¡Dámelos!,¡ENKA'U!,¡dámelos!,¡enka'u!
P01988,"Genial, ¿no?",U'CHIMUINCHI ¿I'YA?,"genial, ¿no?",u'chimuinchi ¿i'ya?
P01989,Él salió.,NANA YUNSU'LLI,él salió.,nana yunsu'lli
P01990,Es etíope.,ETIOPE NUKA'A,es etíope.,etiope nuka'a
P01991,Sobrevivirá.,CHIMILLINKEKLA NANPICHU,sobrevivirá.,chimillinkekla nanpichu
P01992,Escribe libros.,LLINSERCHER' KERKA'LUSA',escribe libros.,llinsercher' kerka'lusa'
P01993,"Ten, pruébatelo.","MA'A'TASU' , LATAKER'","ten, pruébatelo.","ma'a'tasu', lataker'"
P01994,¡Qué humillante!,¡EMPU'NI DAKUTA!,¡qué humillante!,¡empu'ni dakuta!
P01995,¡Qué interesante!,¡EMPU'NI LUYAIPA'!,¡qué interesante!,¡empu'ni luyaipa'!
P01996,¿Cómo terminará?,¿MA'PU'SU' TA'WANTECHU?,¿cómo terminará?,¿ma'pu'su' ta'wantechu?
P01997,¡Apúrate niña!,¡WIUKER' WILA!,¡apúrate niña!,¡wiuker' wila!
P01998,"¡Apúrensen, muchachas!",¡WIUKU' WILALUNLUSA!,"¡apúrensen, muchachas!",¡wiuku' wilalunlusa!
P01999,La llamé.,PEKLU'LEK,la llamé.,peklu'lek
P02000,Puedo regresar.,YENNITULEK ADANTA'AK,puedo regresar.,yennitulek adanta'ak
P02001,Me resfrié.,ILUWINEK,me resfrié.,iluwinek
P02002,Me acobardé.,SAPULEK,me acobardé.,sapulek
P02003,No escuché.,LAUK'I'NEK,no escuché.,lauk'i'nek
P02004,Odio pelear.,LUYULEK IDENMAAK,odio pelear.,luyulek idenmaak
P02005,Detesto pelear.,LUYULEK IDENMAAK,detesto pelear.,luyulek idenmaak
P02006,Odio estudiar.,LUYULEK KERKA' ,odio estudiar.,luyulek kerka'
P02007,Tengo caspa.,AÑAPALEK KISEK'MUTU',tengo caspa.,añapalek kisek'mutu'
P02008,Tengo tarea.,AÑAPALEK YANU'TAK,tengo tarea.,añapalek yanu'tak
P02009,Volví.,ADENCHA'LEK,volví.,adencha'lek
P02010,Sigo estornudando.,A'SHUPALEKPI'LA,sigo estornudando.,a'shupalekpi'la
P02011,Aprendí mucho.,NINCHITULEK WAPU',aprendí mucho.,ninchitulek wapu'
P02012,Adoro aprender.,IYATULEK ÑINCHITAK,adoro aprender.,iyatulek ñinchitak
P02013,Debo encontrarlo.,KANAN'A'KASU' ÑAPALLI,debo encontrarlo.,kanan'a'kasu' ñapalli
P02014,Debo ayudarlo.,KATU'PA'A'KASU' ÑAPALLI,debo ayudarlo.,katu'pa'a'kasu' ñapalli
P02015,Debo advertirle.,WINTA'KASU' ÑAPALLI,debo advertirle.,winta'kasu' ñapalli
P02016,Necesito Internet.,LUWANTULEK INTERNET,necesito internet.,luwantulek internet
P02017,Necesito entrar.,YADA'LEK,necesito entrar.,yada'lek
P02018,Pedí pizza.,PIZZA LEKTULEK,pedí pizza.,pizza lektulek
P02019,Le burlé.,TUMU'TULEK,le burlé.,tumu'tulek
P02020,Lo reconozco.,LUWER'CHULEK,lo reconozco.,luwer'chulek
P02021,Hablo inglés.,LUNPALEK INGLES,hablo inglés.,lunpalek ingles
P02022,Hablo español.,LUNPALEK ESPAÑOL,hablo español.,lunpalek español
P02023,Estudio inglés.,ALEK'APALLINER'KU INGLES,estudio inglés.,alek'apalliner'ku ingles
P02024,Despierto temprano.,NANPILADAPALEK SHAMPASIK,despierto temprano.,nanpiladapalek shampasik
P02025,Quiero aquél.,LUWANTULEK NANA,quiero aquél.,luwantulek nana
P02026,Quiero bailar.,YALANSA'LEK,quiero bailar.,yalansa'lek
P02027,Quiero conducir.,YAEKPA'LEK,quiero conducir.,yaekpa'lek
P02028,Quiero manejar.,YAEKPA'LEK,quiero manejar.,yaekpa'lek
P02029,Quiero aprender.,YAÑINCHITULEK,quiero aprender.,yañinchitulek
P02030,Quise llorar.,YAWELLIEKWINEK,quise llorar.,yawelliekwinek
P02031,Quise pagar.,YAPANWILEK'TUWINEK,quise pagar.,yapanwilek'tuwinek
P02032,Nací aquí.,ASEK WADEKLLINER'KU,nací aquí.,asek wadeklliner'ku
P02033,Fui despedido.,USU'LLINER'KU,fui despedido.,usu'lliner'ku
P02034,Estaba escuchando.,LAUK'TAPAWINEK,estaba escuchando.,lauk'tapawinek
P02035,Seguiré.,TUPIECHEK,seguiré.,tupiechek
P02036,Estaría agradecido.,YUSPEINE'PI ÑAPINA'KA,estaría agradecido.,yuspeine'pi ñapina'ka
P02037,Lo arreglaré.,TEKDIPER'ECHEK,lo arreglaré.,tekdiper'echek
P02038,Estaré contento.,MUSU' ÑAPE'CHEK,estaré contento.,musu' ñape'chek
P02039,Con placer.,SAKEKSU'LEK,con placer.,sakeksu'lek
P02040,Seré paciente.,WA'TENTUTEK ÑIECHEK,seré paciente.,wa'tentutek ñiechek
P02041,Estaré esperando.,WA'TENTAPECHEK,estaré esperando.,wa'tentapechek
P02042,Traeré vino.,KERE'CHEK VINU',traeré vino.,kere'chek vinu'
P02043,Lo buscaré.,DUNKER'ECHEK,lo buscaré.,dunker'echek
P02044,Te premiaré.,PANUERKEN,te premiaré.,panuerken
P02045,Te recompensaré.,PANUERKEN,te recompensaré.,panuerken
P02046,Estoy comprendiendo.,LACHEK'APILALEK,estoy comprendiendo.,lachek'apilalek
P02047,Me carcajeo.,YAMERLEK,me carcajeo.,yamerlek
P02048,Estoy avergonzado.,ÑAPALEK DAKUTA'SU',estoy avergonzado.,ñapalek dakuta'su'
P02049,Estoy ayudando.,KATU' PA'TAPALEK,estoy ayudando.,katu' pa'tapalek
P02050,Solo pregunto.,LEKTAPALEKSA',solo pregunto.,lektapaleksa'
P02051,Solo bromeo.,SI'LENTAPALEKSA',solo bromeo.,si'lentapaleksa'
P02052,Voy saliendo.,YUNSU'PILALEK,voy saliendo.,yunsu'pilalek
P02053,Soy zurdo.,AMENNAN NUKA'KA,soy zurdo.,amennan nuka'ka
P02054,Soy miope.,UMILU'LADA' NUKA'KA,soy miope.,umilu'lada' nuka'ka
P02055,Soy responsable.,LATEK'TUTEK NUKA'KA,soy responsable.,latek'tutek nuka'ka
P02056,Sigo vivo.,NANPI'PALEK'I'LA,sigo vivo.,nanpi'palek'i'la
P02057,Lo cambié.,A'PAWILEKLEK,lo cambié.,a'pawileklek
P02058,Estoy constipado.,ÑAPALEK A'MECHAILUSU,estoy constipado.,ñapalek a'mechailusu
P02059,Suficiente.,NANASA',suficiente.,nanasa'
P02060,Tuve suficiente.,A'ÑIWINEK NANASA',tuve suficiente.,a'ñiwinek nanasa'
P02061,Oí eso.,LAUK'LEK NANA,oí eso.,lauk'lek nana
P02062,¿Es maestro?,¿A'LEK'TUTEK' NUKA'A?,¿es maestro?,¿a'lek'tutek' nuka'a?
P02063,¿Respira?,¿NERIAPALLI?,¿respira?,¿neriapalli?
P02064,¿Está satisfecho?,¿MUSU' ÑAPALLI?,¿está satisfecho?,¿musu' ñapalli?
P02065,¿Es venenoso?,¿SULLIMAN WANPALLI?,¿es venenoso?,¿sulliman wanpalli?
P02066,No duele.,KU'LA IKER'I'ÑI,no duele.,ku'la iker'i'ñi
P02067,¡Suena genial!,¡ILLIÑI U'CHIMU!,¡suena genial!,¡illiñi u'chimu!
P02068,Sabía dulce.,KASERSU' ÑIWIÑI,sabía dulce.,kasersu' ñiwiñi
P02069,Todo terminó.,IÑER' TA'WANTULLI,todo terminó.,iñer' ta'wantulli
P02070,Fue emocionante.,MUSU' ÑAPAWIÑI,fue emocionante.,musu' ñapawiñi
P02071,Era fabuloso.,U'CHIMU'ÑIWIÑI,era fabuloso.,u'chimu'ñiwiñi
P02072,Pronto lloverá.,IPIA'LA U'LENCHU,pronto lloverá.,ipia'la u'lenchu
P02073,Está botado.,DEKPI ÑAPALLI,está botado.,dekpi ñapalli
P02074,Es imposible.,YIENNICHI'NEK ,es imposible.,yiennichi'nek
P02075,¡Es increíble!,¡LATEK'INBU' NUKA'A!,¡es increíble!,¡latek'inbu' nuka'a!
P02076,Es irrelevante.,MA'KEK'PACHI'ÑI,es irrelevante.,ma'kek'pachi'ñi
P02077,Es engañoso.,TUMU'TEK' NUKA'A,es engañoso.,tumu'tek' nuka'a
P02078,Es refrescante.,SANEK'PIAK' NUKA'A,es refrescante.,sanek'piak' nuka'a
P02079,Solo ignórala.,LUWE'CHINBUER',solo ignórala.,luwe'chinbuer'
P02080,Ignórala.,LUWE'CHINBUER',ignórala.,luwe'chinbuer'
P02081,Solo continúa.,TUPITER'SA',solo continúa.,tupiter'sa'
P02082,Solo pruébatela.,LATAKER'SA',solo pruébatela.,lataker'sa'
P02083,Sigue sonriendo.,YAMERLADAPER'I'LA,sigue sonriendo.,yamerladaper'i'la
P02084,Siempre ríe.,NERPI'PU' YAMER'KER,siempre ríe.,nerpi'pu' yamer'ker
P02085,Seguí practicando.,TUPITULEK INPALERIAMU,seguí practicando.,tupitulek inpaleriamu
P02086,Sigue practicando.,TUPITER' INPALERIAN,sigue practicando.,tupiter' inpalerian
P02087,Sigan practicando.,TUPITUKU' INPALERIANMA',sigan practicando.,tupituku' inpalerianma'
P02088,Déjame llevarlo.,TA'ITULA'U EKPE'CHEK,déjame llevarlo.,ta'itula'u ekpe'chek
P02089,Déjame averiguarlo.,TA'ITULA'U LEK'TECHEK,déjame averiguarlo.,ta'itula'u lek'techek
P02090,Déjame arreglarlo.,TA'ITULA'U TEKDIPERECHEK,déjame arreglarlo.,ta'itula'u tekdiperechek
P02091,Déjame sentarme.,TA'ITULA'U DU'ECHEK,déjame sentarme.,ta'itula'u du'echek
P02092,Hagámoslo ahora.,NU'TAWA' IPA'LA,hagámoslo ahora.,nu'tawa' ipa'la
P02093,Primero comamos.,NANENTU WERANWA',primero comamos.,nanentu weranwa'
P02094,Comamos sushi.,KA'AWA' SUSHI,comamos sushi.,ka'awa' sushi
P02095,Remontemos barriletes.,A'PENU'WA' BARRILETES,remontemos barriletes.,a'penu'wa' barriletes
P02096,Remontemos cometas.,A'PENU'WA' COMETAS,remontemos cometas.,a'penu'wa' cometas
P02097,Volemos cometas.,A'PENU'WA' COMETAS,volemos cometas.,a'penu'wa' cometas
P02098,Olvidémoslo.,PINANER'AWA',olvidémoslo.,pinaner'awa'
P02099,Llevémonos bien.,IN'EKPA'WA' MUSU',llevémonos bien.,in'ekpa'wa' musu'
P02100,Emborrachémonos.,LUPER'AWA',emborrachémonos.,luper'awa'
P02101,Curémonos.,INLULEN'AWA',curémonos.,inlulen'awa'
P02102,Alistémonos.,INSEKDIPERAWA',alistémonos.,insekdiperawa'
P02103,Descansemos aquí.,NERIAWA' ASEK,descansemos aquí.,neriawa' asek
P02104,Quedémonos acá.,LLIA'AWA' ASEK,quedémonos acá.,llia'awa' asek
P02105,Paremos aquí.,WANERAWA' ASEK,paremos aquí.,wanerawa' asek
P02106,Esperemos aquí.,WATENDAWA' ASEK,esperemos aquí.,watendawa' asek
P02107,Achícalo.,DE'A'MERKER',achícalo.,de'a'merker'
P02108,¡Haz ruido!,¡A'ILLINKER'!,¡haz ruido!,¡a'illinker'!
P02109,¡Feliz Navidad!,¡U'CHIMU ÑIÑUDUKER!,¡feliz navidad!,¡u'chimu ñiñuduker!
P02110,Nadie respondió.,ÑIDEN NA'PICHI'ÑI,nadie respondió.,ñiden na'pichi'ñi
P02111,Coge una.,MAKER' ALA'SA',coge una.,maker' ala'sa'
P02112,Repítemelo.,ITUNUNTA'U,repítemelo.,itununta'u
P02113,Mándemelos.,A'UKTU'U,mándemelos.,a'uktu'u
P02114,Ella desapareció.,NANA WER'LLI,ella desapareció.,nana wer'lli
P02115,Lo abofeteó.,LLIAKA'UK ENKA'LINA,lo abofeteó.,lliaka'uk enka'lina
P02116,Es brasileña.,BRASHIKA NUKA'A ,es brasileña.,brashika nuka'a
P02117,Siéntate derecho.,CHEKSU' DU'KER',siéntate derecho.,cheksu' du'ker'
P02118,Siéntese recto.,CHEKSU' DU'KER',siéntese recto.,cheksu' du'ker'
P02119,Alguien llamó.,DENIPA' PEKLU'TULLI,alguien llamó.,denipa' peklu'tulli
P02120,Alguien tosió.,DENIPA' CHINKU'LLI,alguien tosió.,denipa' chinku'lli
P02121,Cógelo todo.,MAKER' IÑER',cógelo todo.,maker' iñer'
P02122,Es dudoso.,LATEK'INPU'SU' NUKA'A,es dudoso.,latek'inpu'su' nuka'a
P02123,Es falso.,TUMU' NUKA'A,es falso.,tumu' nuka'a
P02124,Hay reglas.,ÑAPALLI LA'LA'LUSA',hay reglas.,ñapalli la'la'lusa'
P02125,Son lindos.,U'CHIMUSHALA NUKER'KA,son lindos.,u'chimushala nuker'ka
P02126,Están amarillos.,SHA'PI'SU'SA' ÑAPALLINA,están amarillos.,sha'pi'su'sa' ñapallina
P02127,Son amarillas.,SHA'PI'SU'SA' NUKER'KA,son amarillas.,sha'pi'su'sa' nuker'ka
P02128,Cenaron.,WERAÑINA',cenaron.,werañina'
P02129,Ellos cenaron.,NAWA' WERAÑINA',ellos cenaron.,nawa' werañina'
P02130,Me engañaron.,TUMU'TULLINER'KU,me engañaron.,tumu'tulliner'ku
P02131,Me ignoraron.,LUWER'CHI'ÑINER'KU,me ignoraron.,luwer'chi'ñiner'ku
P02132,Viven allá.,NANEK NANPIPALLINA',viven allá.,nanek nanpipallina'
P02133,Parecen felices.,LLI'TULLINA' MUSU',parecen felices.,lli'tullina' musu'
P02134,Me ataron.,TENPU'LLINERKU',me ataron.,tenpu'llinerku'
P02135,Lo entendieron.,LACHEK'LLINA',lo entendieron.,lachek'llina'
P02136,Estaban listos.,INSEKDIPERPI ÑAPAWIÑINA',estaban listos.,insekdiperpi ñapawiñina'
P02137,Estaban equivocados.,ÑAPAWIÑINA' PEKTUNSU',estaban equivocados.,ñapawiñina' pektunsu'
P02138,Me matarán.,DEI'TECHUNER'KU,me matarán.,dei'techuner'ku
P02139,Les gustará.,IYATECHUNA',les gustará.,iyatechuna'
P02140,Responderán.,NA'PITECHUNA',responderán.,na'pitechuna'
P02141,Están discutiendo.,INYUTAPALLINA',están discutiendo.,inyutapallina'
P02142,Son correctos.,TEKINCHILUSA' NUKER'KA,son correctos.,tekinchilusa' nuker'ka
P02143,Son primos.,I'INLUSA' NUKER'KA,son primos.,i'inlusa' nuker'ka
P02144,Están bailando.,LANSA'PALLINA',están bailando.,lansa'pallina'
P02145,Son amigos.,EKUANLUSA' NUKER'KA,son amigos.,ekuanlusa' nuker'ka
P02146,Están celosos.,A'PISADATUTEKLUSA' ÑAPALLINA',están celosos.,a'pisadatuteklusa' ñapallina'
P02147,Están casados.,SADASU' ÑAPALLINA',están casados.,sadasu' ñapallina'
P02148,Son hermanas.,KAIKUALUSA' NUKER'KA,son hermanas.,kaikualusa' nuker'ka
P02149,Son especiales.,U'CHIMUINCHILUSA' NUKER'KA,son especiales.,u'chimuinchilusa' nuker'ka
P02150,Están conmigo.,KUALEK ÑAPALLINA',están conmigo.,kualek ñapallina'
P02151,Están trabajando.,SAKA'TAPALLINA',están trabajando.,saka'tapallina'
P02152,Tom aceleró.,TOM NAKUSU' A'TEKA'LLI,tom aceleró.,tom nakusu' a'teka'lli
P02153,Tom desapareció.,TOM WER'LLI,tom desapareció.,tom wer'lli
P02154,Tomás entiende.,CHUMA LACHEK'LLI,tomás entiende.,chuma lachek'lli
P02155,Tom recordará.,TOM LLI'INUTECHU,tom recordará.,tom lli'inutechu
P02156,Lava todo.,PAMUER' IÑER',lava todo.,pamuer' iñer'
P02157,Mira cuidadosamente.,LLI'KER' UTI'LAKLA,mira cuidadosamente.,lli'ker' uti'lakla
P02158,Somos profesores.,A'LEK'TUTEK'LUSA' NUKA'KAWA',somos profesores.,a'lek'tutek'lusa' nuka'kawa'
P02159,Comimos juntos.,WERANEKWA' KENMU'LEK,comimos juntos.,weranekwa' kenmu'lek
P02160,Podemos ayudarte.,YENNITULEK'WA' KATU'PA'A'KIK,podemos ayudarte.,yennitulek'wa' katu'pa'a'kik
P02161,Podemos ayudarlos.,YENNITULEK'WA' KATU'PA'A'KAWAK,podemos ayudarlos.,yennitulek'wa' katu'pa'a'kawak
P02162,Cerramos temprano.,SHAMPASIK UNKU'TULEKWA',cerramos temprano.,shampasik unku'tulekwa'
P02163,Tenemos visita.,A'ÑAPALEKWA' DA'LUSA',tenemos visita.,a'ñapalekwa' da'lusa'
P02164,Hicimos waffles.,NU'TULEKWA'  WAFFLES,hicimos waffles.,nu'tulekwa' waffles
P02165,Deberíamos ganar.,KANA'TA'KAWA'SU' ÑAPALLI,deberíamos ganar.,kana'ta'kawa'su' ñapalli
P02166,Compartimos ideas.,A'NAÑIWA' LLI'INULUSA',compartimos ideas.,a'nañiwa' lli'inulusa'
P02167,Hablamos francés.,LUMPALLIDEK FRANCES,hablamos francés.,lumpallidek frances
