pair_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado,has_audit_flags
P01809,Simplemente hazlo.,MA'PU'SU'PINTAK NU'TER,simplemente hazlo.,ma'pu'su'pintak nu'ter,False
P01810,Déjame irme.,TA'ITULA'U PAE'CHEK,déjame irme.,ta'itula'u pae'chek,False
P01811,Llévalo contigo.,EKPA'KER KENMALEK,llévalo contigo.,ekpa'ker kenmalek,False
P01812,Consérvalo contigo.,SEKDIPERKER' KENMALEK,consérvalo contigo.,sekdiperker' kenmalek,False
P01813,Siga intentando.,INPALERIAPER',siga intentando.,inpaleriaper',False
P01814,Sigue buscando.,DUNKER'APER'I'LA,sigue buscando.,dunker'aper'i'la,False
P01815,Déjelo ahí.,TA'ITULER NANEK,déjelo ahí.,ta'ituler nanek,False
P01816,¡Déjame sola!,TA'ITULA'U KUASA',¡déjame sola!,ta'itula'u kuasa',False
P01817,Déjanos solos.,TA'ITULA'UDEK KUDASA',déjanos solos.,ta'itula'udek kudasa',False
P01818,Déjame explicar.,TA'ITULA'U WINTECHEN,déjame explicar.,ta'itula'u wintechen,False
P01819,Déjame sentirlo.,TA'ITULA'U LAUK'ECHEK,déjame sentirlo.,ta'itula'u lauk'echek,True
P01820,Déjame oírlo.,TA'ITULA'U LAUK'ECHEK,déjame oírlo.,ta'itula'u lauk'echek,True
P01821,Déjalos pelear.,TA'ITULA'DEK'KU' IDENMAINA',déjalos pelear.,ta'itula'dek'ku' idenmaina',False
P01822,Seamos valientes.,ÑIAWA' NANTAPITEK LUSA',seamos valientes.,ñiawa' nantapitek lusa',False
P01823,Continuemos.,TUPITAWA',continuemos.,tupitawa',False
P01824,Comamos aquí.,WERANWA' ASEK,comamos aquí.,weranwa' asek,False
P01825,Practiquemos.,IMPALERIAWA',practiquemos.,impaleriawa',False
P01826,Sentémonos.,DU'AWA',sentémonos.,du'awa',False
P01827,Levantémonos.,YUNSANWA',levantémonos.,yunsanwa',False
P01828,Escucha atentamente.,LAU'KER' MUSU',escucha atentamente.,lau'ker' musu',False
P01829,¡Escucha esto!,¡LAU'KER' ASU'!,¡escucha esto!,¡lau'ker' asu'!,False
P01830,¿Puedo acompañarle?,¿YENNITULEK KA'TAN'AN'SU'?,¿puedo acompañarle?,¿yennitulek ka'tan'an'su'?,False
P01831,¿Puedo acompañarles?,¿YENNITULEK KA'TAN'AN'MASU'?,¿puedo acompañarles?,¿yennitulek ka'tan'an'masu'?,False
P01832,¿Puedo unírmeles?,¿YENNITULEK PIPER'AN'MASU'?,¿puedo unírmeles?,¿yennitulek piper'an'masu'?,False
P01833,Muévase ya.,LENME'KER' IPA,muévase ya.,lenme'ker' ipa,False
P01834,Nadie gritó.,ÑIDEN LAMAPUI'ÑI,nadie gritó.,ñiden lamapui'ñi,False
P01835,Nadie escucha.,ÑIDEN LAUK'TAPI'ÑI,nadie escucha.,ñiden lauk'tapi'ñi,False
P01836,Demuéstramelo.,A'LLI'U,demuéstramelo.,a'lli'u,False
P01837,Dilo claramente.,TUKER' TEKINCHIWALEK,dilo claramente.,tuker' tekinchiwalek,False
P01838,¿Empezamos?,¿TENMIANSU'TER?,¿empezamos?,¿tenmiansu'ter?,True
P01839,¿Comenzamos?,¿TENMIANSU'TER?,¿comenzamos?,¿tenmiansu'ter?,True
P01840,¿Quiere bailar?,¿YALANSA'LLI?,¿quiere bailar?,¿yalansa'lli?,False
P01841,¿Bailamos?,¿LANSA'WA?,¿bailamos?,¿lansa'wa?,False
P01842,La cogieron.,PILLI'TULLINA',la cogieron.,pilli'tullina',False
P01843,Estaba llorando.,WELLIEK'APAWIÑI,estaba llorando.,welliek'apawiñi,False
P01844,¿Debería cerrar?,¿UNKU'TUWINANSIN?,¿debería cerrar?,¿unku'tuwinansin?,False
P01845,Apareció humo.,LLI'TULLI KELLIU,apareció humo.,lli'tulli kelliu,False
P01846,Fumar apesta.,U'WA'TAK ANALLI,fumar apesta.,u'wa'tak analli,False
P01847,Estuvo cerca.,ÑAPAWIÑI KAWIK,estuvo cerca.,ñapawiñi kawik,False
P01848,¡Increíble!,¡LATEK'I'NEK!,¡increíble!,¡latek'i'nek!,False
P01849,Es correcto.,MULLINCHA',es correcto.,mullincha',False
P01850,Es evidente.,LATEK'LANAÑI,es evidente.,latek'lanañi,False
P01851,Está claro.,LATEK'LA NAÑI,está claro.,latek'la nañi,True
P01852,Es obvio.,LATEK'LA NAÑI,es obvio.,latek'la nañi,True
P01853,Es ese.,NUKA'A NANA,es ese.,nuka'a nana,False
P01854,Qué malo.,MUKANKANINPU',qué malo.,mukankaninpu',False
P01855,Ellos aplaudieron.,NAWA' INLLIPU'ITEKLATULLINA',ellos aplaudieron.,nawa' inllipu'iteklatullina',False
P01856,Le preguntaron.,LEK'KLLINA',le preguntaron.,lek'kllina',False
P01857,Ambos murieron.,NU'MISANSU' CHIMIÑINA',ambos murieron.,nu'misansu' chimiñina',False
P01858,Tienen vino.,A'ÑAPALLINA' VINU',tienen vino.,a'ñapallina' vinu',False
P01859,Ellos discutieron.,NAWA' INYUTULLINA',ellos discutieron.,nawa' inyutullina',False
P01860,Quieren más.,LUWANTULLINA' A'PINTA,quieren más.,luwantullina' a'pinta,False
P01861,Estaban muertos.,ÑAPAWIÑINA' CHIMIPI,estaban muertos.,ñapawiñina' chimipi,False
P01862,Estaban enfermos.,ÑAPAWIÑINA' KALUWI'SU',estaban enfermos.,ñapawiñina' kaluwi'su',False
P01863,Ellos ayudarán.,NAWA' KATU'PA'TECHUNA',ellos ayudarán.,nawa' katu'pa'techuna',False
P01864,Trabajan mucho.,SAKA'TULLINA' NAKUSU',trabajan mucho.,saka'tullina' nakusu',False
P01865,Atacarán.,PANPER'ECHUNA',atacarán.,panper'echuna',False
P01866,Ellos atacarán.,NAWA PANPER'CHECHUNA',ellos atacarán.,nawa panper'chechuna',False
P01867,Vienen.,UK'APILELLINA',vienen.,uk'apilellina',False
P01868,Están fatal.,MUINSU' ÑAPALLINA',están fatal.,muinsu' ñapallina',False
P01869,Están dentro.,KINEKLA' ÑAPALLINA',están dentro.,kinekla' ñapallina',False
P01870,Piénsatelo.,INLLI'INUKER',piénsatelo.,inlli'inuker',False
P01871,Piénsalo.,INLLI'INUER',piénsalo.,inlli'inuer',False
P01872,Este funciona.,ASU' SAKA'TECHU',este funciona.,asu' saka'techu',False
P01873,Falta Tomás.,PAWANPALLI CHUMA,falta tomás.,pawanpalli chuma,False
P01874,Tom canta.,TOM TULUNER'LLI,tom canta.,tom tuluner'lli,False
P01875,Tom recordó.,TOM LLI'INUTULLI,tom recordó.,tom lli'inutulli,False
P01876,Tom entendió.,TOM LACHEK'LLI,tom entendió.,tom lachek'lli,False
P01877,Tom luchará.,TOM IDENMECHU,tom luchará.,tom idenmechu,False
P01878,"¡Tom, respóndeme!","¡TOM , NA'PIU!","¡tom, respóndeme!","¡tom, na'piu!",False
P01879,Ten cuidado.,INLU'UK'TUKER',ten cuidado.,inlu'uk'tuker',False
P01880,Somos médicos.,LULENTUTEK NUKA'KAWA',somos médicos.,lulentutek nuka'kawa',False
P01881,Bebimos mucho.,NAKUSU' ULLIDEK,bebimos mucho.,nakusu' ullidek,False
P01882,Le perdonamos.,TA'ITULA'LLIDEK,le perdonamos.,ta'itula'llidek,False
P01883,Necesitamos ganar.,LUWANTULLIDEK KANA'TAK,necesitamos ganar.,luwantullidek kana'tak,False
P01884,Necesitábamos ayuda.,LUWANTULLIDEK KATU'PA',necesitábamos ayuda.,luwantullidek katu'pa',True
P01885,Deberíamos ayudar.,KATU'PA'TUWINANSU',deberíamos ayudar.,katu'pa'tuwinansu',False
P01886,Fuimos culpados.,A'APITULLINER'KUDEK,fuimos culpados.,a'apitulliner'kudek,False
P01887,Estábamos bromeando.,SI'LENTAPAWIÑIDEK,estábamos bromeando.,si'lentapawiñidek,False
P01888,Estaremos felices.,MUSU' ÑAPE'CHIDEK,estaremos felices.,musu' ñape'chidek,False
P01889,Ahí estaremos.,NANEK ÑAPATERWA',ahí estaremos.,nanek ñapaterwa',False
P01890,Lo pintaremos.,LLINSERLLIDEK,lo pintaremos.,llinserllidek,False
P01891,Te salvaremos.,A'CHIYEK'ECHIDEN,te salvaremos.,a'chiyek'echiden,False
P01892,Somos hermanos.,IIN NUKA'KAWA,somos hermanos.,iin nuka'kawa,False
P01893,Estamos divorciados.,YANPU'SU' ÑAPALLIDEK,estamos divorciados.,yanpu'su' ñapallidek,False
P01894,Somos inquietos.,WADANPINTEK NUKA'KAWA',somos inquietos.,wadanpintek nuka'kawa',False
P01895,Estamos colgados.,ÑAPALLIDEK WINTENSU',estamos colgados.,ñapallidek wintensu',False
P01896,Somos minuciosos.,INLU'UK'TUTEK NUKA'KAWA',somos minuciosos.,inlu'uk'tutek nuka'kawa',False
P01897,Los tenemos.,A'ÑAPALEKDEKWA',los tenemos.,a'ñapalekdekwa',False
P01898,Tenemos esto.,A'ÑAPALEKWA' ASU',tenemos esto.,a'ñapalekwa' asu',False
P01899,¿Estabas solo?,¿KENMASA' ÑAPAWINA?,¿estabas solo?,¿kenmasa' ñapawina?,False
P01900,¿Estabas allí?,¿NANEK ÑAPAWINA?,¿estabas allí?,¿nanek ñapawina?,False
P01901,¡Buen país!,¡U'CHIMU ÑINALU'!,¡buen país!,¡u'chimu ñinalu'!,False
P01902,¡Buen pensamiento!,¡U'CHIMU LLI'INU!,¡buen pensamiento!,¡u'chimu lli'inu!,False
P01903,¿Y tú?,¿KENMA?,¿y tú?,¿kenma?,False
P01904,¿Qué necesito?,¿MA'NEN LUWANTULEK?,¿qué necesito?,¿ma'nen luwantulek?,False
P01905,¿Cuándo termina?,¿ENPI' TA'WANTECHU?,¿cuándo termina?,¿enpi' ta'wantechu?,False
P01906,¿Dónde estabas?,¿ENÑUPA' ÑAPAWINA?,¿dónde estabas?,¿enñupa' ñapawina?,False
P01907,¿Lo harás?,¿NU'TECHU'?,¿lo harás?,¿nu'techu'?,False
P01908,¿Lo harán?,¿NU'TECHUMA'?,¿lo harán?,¿nu'techuma'?,False
P01909,"Sí, claro.",TEKINCHI,"sí, claro.",tekinchi,True
P01910,"Sí, ciertamente.",TEKINCHI,"sí, ciertamente.",tekinchi,True
P01911,Me ignorabas.,LUWER'CHI'NUN,me ignorabas.,luwer'chi'nun,True
P01912,Me ignoraste.,LUWER'CHI'NUN,me ignoraste.,luwer'chi'nun,True
P01913,Me mentiste.,TUMU'TULUN,me mentiste.,tumu'tulun,False
P01914,Nos mentiste.,TUMU'TULUNDEK,nos mentiste.,tumu'tulundek,True
P01915,Pareces cansado.,SAKA'TA'MASU'PU'SU' LLI'TULA,pareces cansado.,saka'ta'masu'pu'su' lli'tula,False
P01916,Pareces molesto.,YUPA'MASU'PU'SU'  LLI'TULA,pareces molesto.,yupa'masu'pu'su' lli'tula,False
P01917,Puedes negarte.,KU'LA TUNANSIN,puedes negarte.,ku'la tunansin,False
P01918,Necesitan dinero.,LUWANTULLINA' KULLIKER,necesitan dinero.,luwantullina' kulliker,False
P01919,Hueles bien.,LANERLLIEN U'CHIMU,hueles bien.,lanerllien u'chimu,False
P01920,Quédese ahí.,LLIA'KER NANEK,quédese ahí.,llia'ker nanek,False
P01921,Fuiste valiente.,NANTAPITEK ÑIWINA,fuiste valiente.,nantapitek ñiwina,False
P01922,Estabas feliz.,MUSU' ÑAPAWINA,estabas feliz.,musu' ñapawina,False
P01923,Estaban felices.,MUSU' ÑAPAWIÑINA',estaban felices.,musu' ñapawiñina',False
P01924,Son increíbles.,LATEK'INPU'PILUSA' NUKER'KA,son increíbles.,latek'inpu'pilusa' nuker'ka,False
P01925,Estás enamorado.,YAKU'APER'WANA,estás enamorado.,yaku'aper'wana,False
P01926,Estás invitado.,PEKLUPI NUKA'MA,estás invitado.,peklupi nuka'ma,False
P01927,Eres paciente.,WA'TENTUTEK NUKA'MA,eres paciente.,wa'tentutek nuka'ma,False
P01928,Estás ganando.,KANA'TAPALA,estás ganando.,kana'tapala,False
P01929,Están ganando.,KANA'TAPALLINA',están ganando.,kana'tapallina',False
P01930,Estás herida.,KALUWI'PALA,estás herida.,kaluwi'pala,True
P01931,Has cambiado.,A'PAWILEK'LA,has cambiado.,a'pawilek'la,False
P01932,Quien sea.,DENPINTA' ÑI'I,quien sea.,denpinta' ñi'i,False
P01933,¿Terminamos?,¿A'TA'WANTULEKWA'?,¿terminamos?,¿a'ta'wantulekwa'?,True
P01934,¿Estás emocionado?,¿SAKEK'SU' ÑAPALA?,¿estás emocionado?,¿sakek'su' ñapala?,False
P01935,¿Están bien?,¿MUSU' ÑAPALAMA'?,¿están bien?,¿musu' ñapalama'?,False
P01936,¿Estás saludable?,¿MUDINU'PALA?,¿estás saludable?,¿mudinu'pala?,True
P01937,¿Estás sano?,¿MUDINU'PALA?,¿estás sano?,¿mudinu'pala?,True
P01938,¿Estás jodiendo?,¿A'PE'CHAPALA?,¿estás jodiendo?,¿a'pe'chapala?,False
P01939,¿Estás mirando?,¿LLI'TAPALA?,¿estás mirando?,¿lli'tapala?,False
P01940,¿Estás casado?,¿SADASU'CHA ÑAPALA?,¿estás casado?,¿sadasu'cha ñapala?,False
P01941,¿Estás casada?,¿SUDASU'CHA ÑAPALA?,¿estás casada?,¿sudasu'cha ñapala?,False
P01942,¿Son hermanas?,¿KAI'KUALUSA' NUKA'MAMA'?,¿son hermanas?,¿kai'kualusa' nuka'mama'?,False
P01943,¿Estás ganando?,¿KANA'TAPALA?,¿estás ganando?,¿kana'tapala?,False
P01944,¿Estás trabajando?,¿SAKA'TAPALA?,¿estás trabajando?,¿saka'tapala?,False
P01945,Pregúntame mañana.,LEK'KU EK'KLLI,pregúntame mañana.,lek'ku ek'klli,False
P01946,Acércalo.,A'KAWITER',acércalo.,a'kawiter',False
P01947,Traeme eso.,KERITU'U NANA,traeme eso.,keritu'u nana,False
P01948,¿Puedo probármelo?,¿YENNITULEK LATA'AK?,¿puedo probármelo?,¿yennitulek lata'ak?,False
P01949,¿Pueden vernos?,¿YENNITULLINA LLI'ER'KENMUAK?,¿pueden vernos?,¿yennitullina lli'er'kenmuak?,False
P01950,¿Podemos probarlo?,¿YENNITULEKWA' LATA'AK?,¿podemos probarlo?,¿yennitulekwa' lata'ak?,False
P01951,¿Puedes encontrarlo?,¿YENNITULA KANAN'A'MAK?,¿puedes encontrarlo?,¿yennitula kanan'a'mak?,False
P01952,¿Puedes oírme?,¿YENNITULA LAUK'A'MUK?,¿puedes oírme?,¿yennitula lauk'a'muk?,False
P01953,¿Puedes oírnos?,¿YENNITULA LAUK'A'MUDEK?,¿puedes oírnos?,¿yennitula lauk'a'mudek?,False
P01954,¿Puedes ayudarme?,¿YENNITULA KATUPA'A'MUK?,¿puedes ayudarme?,¿yennitula katupa'a'muk?,False
P01955,¿Pueden ayudarme?,¿YENNITULAMA KATUPA'A'MUK?,¿pueden ayudarme?,¿yennitulama katupa'a'muk?,False
P01956,¿Puedes abrirlo?,¿YENNITULA EK'KER'CHA'MAK?,¿puedes abrirlo?,¿yennitula ek'ker'cha'mak?,False
P01957,¿Puedes mostrarme?,¿YENNITULA A'LLI'A'MUK?,¿puedes mostrarme?,¿yennitula a'lli'a'muk?,False
P01958,"Vamos, levántate.","YUNSANKER' , ENCHU","vamos, levántate.","yunsanker', enchu",False
P01959,Defiéndete.,INLU'UKTER',defiéndete.,inlu'ukter',False
P01960,¿Me oíste?,¿LAUK'LUN?,¿me oíste?,¿lauk'lun?,False
P01961,¿Te gustó?,¿IYA'TULA?,¿te gustó?,¿iya'tula?,False
P01962,¿Les gustó?,¿IYA'TULAMA?,¿les gustó?,¿iya'tulama?,False
P01963,¿Me querías?,¿LUWANTUWINUN?,¿me querías?,¿luwantuwinun?,True
P01964,¿Me amabas?,¿LUWANTUWINUN?,¿me amabas?,¿luwantuwinun?,True
P01965,¿Lo hiciste?,¿NU'TULA?,¿lo hiciste?,¿nu'tula?,False
P01966,¿Me extrañaste?,¿LU'WAN'NUN?,¿me extrañaste?,¿lu'wan'nun?,False
P01967,Hazlo ahoritita.,NU'TER' IPIA'LASHINCHI,hazlo ahoritita.,nu'ter' ipia'lashinchi,False
P01968,¿Comés carne?,¿CHUCHU KA'A'PALA?,¿comés carne?,¿chuchu ka'a'pala?,False
P01969,¿Está mal?,¿ÑAPALLI MUIN'SU?,¿está mal?,¿ñapalli muin'su?,False
P01970,¿Tienes uno?,¿A'ÑAPALA ALA'SA'?,¿tienes uno?,¿a'ñapala ala'sa'?,False
P01971,¿La conoces?,¿LUWER'CHAPALA?,¿la conoces?,¿luwer'chapala?,False
P01972,¿La conocen?,¿LUWER'CHAPALAMA?,¿la conocen?,¿luwer'chapalama?,False
P01973,¿Le conoce?,¿LUWER'CHAPALLI?,¿le conoce?,¿luwer'chapalli?,False
P01974,¿Lo recuerdas?,¿LLI'INUTAPALA?,¿lo recuerdas?,¿lli'inutapala?,False
P01975,¿Tú crees?,¿KENMA LATEKTAPALA?,¿tú crees?,¿kenma latektapala?,True
P01976,¿Usted cree?,¿KENMA LATEKTAPALA?,¿usted cree?,¿kenma latektapala?,True
P01977,¿Le quieres?,¿LUWANTAPALA?,¿le quieres?,¿luwantapala?,False
P01978,¿Me conoce?,¿LUWER'CHAPALUN?,¿me conoce?,¿luwer'chapalun?,False
P01979,No interfieras.,YATU'NEKTUTA,no interfieras.,yatu'nektuta,False
P01980,No mientas.,YATUMU'TA,no mientas.,yatumu'ta,True
P01981,¡No mientas!,¡YATUMU'TA!,¡no mientas!,¡yatumu'ta!,False
P01982,Todos miraron.,IÑER'DAPER' LLI'TULLINA',todos miraron.,iñer'daper' lli'tullina',False
P01983,Todos oraron.,IÑER'DAPER' MALLIA'LLINA',todos oraron.,iñer'daper' mallia'llina',False
P01984,Todos sonrieron.,IÑER'DAPER YAMERLADALLINA',todos sonrieron.,iñer'daper yamerladallina',False
P01985,Dales dinero.,ENKA'DEKER' KULLIKER',dales dinero.,enka'deker' kulliker',False
P01986,¡Dámelas!,¡ENKA'U!,¡dámelas!,¡enka'u!,True
P01987,¡Dámelos!,¡ENKA'U!,¡dámelos!,¡enka'u!,True
P01988,"Genial, ¿no?",U'CHIMUINCHI ¿I'YA?,"genial, ¿no?",u'chimuinchi ¿i'ya?,False
P01989,Él salió.,NANA YUNSU'LLI,él salió.,nana yunsu'lli,True
P01990,Es etíope.,ETIOPE NUKA'A,es etíope.,etiope nuka'a,False
P01991,Sobrevivirá.,CHIMILLINKEKLA NANPICHU,sobrevivirá.,chimillinkekla nanpichu,False
P01992,Escribe libros.,LLINSERCHER' KERKA'LUSA',escribe libros.,llinsercher' kerka'lusa',False
P01993,"Ten, pruébatelo.","MA'A'TASU' , LATAKER'","ten, pruébatelo.","ma'a'tasu', lataker'",False
P01994,¡Qué humillante!,¡EMPU'NI DAKUTA!,¡qué humillante!,¡empu'ni dakuta!,False
P01995,¡Qué interesante!,¡EMPU'NI LUYAIPA'!,¡qué interesante!,¡empu'ni luyaipa'!,False
P01996,¿Cómo terminará?,¿MA'PU'SU' TA'WANTECHU?,¿cómo terminará?,¿ma'pu'su' ta'wantechu?,False
P01997,¡Apúrate niña!,¡WIUKER' WILA!,¡apúrate niña!,¡wiuker' wila!,False
P01998,"¡Apúrensen, muchachas!",¡WIUKU' WILALUNLUSA!,"¡apúrensen, muchachas!",¡wiuku' wilalunlusa!,False
P01999,La llamé.,PEKLU'LEK,la llamé.,peklu'lek,False
P02000,Puedo regresar.,YENNITULEK ADANTA'AK,puedo regresar.,yennitulek adanta'ak,False
P02001,Me resfrié.,ILUWINEK,me resfrié.,iluwinek,False
P02002,Me acobardé.,SAPULEK,me acobardé.,sapulek,False
P02003,No escuché.,LAUK'I'NEK,no escuché.,lauk'i'nek,False
P02004,Odio pelear.,LUYULEK IDENMAAK,odio pelear.,luyulek idenmaak,True
P02005,Detesto pelear.,LUYULEK IDENMAAK,detesto pelear.,luyulek idenmaak,True
P02006,Odio estudiar.,LUYULEK KERKA' ,odio estudiar.,luyulek kerka',False
P02007,Tengo caspa.,AÑAPALEK KISEK'MUTU',tengo caspa.,añapalek kisek'mutu',False
P02008,Tengo tarea.,AÑAPALEK YANU'TAK,tengo tarea.,añapalek yanu'tak,False
P02009,Volví.,ADENCHA'LEK,volví.,adencha'lek,True
P02010,Sigo estornudando.,A'SHUPALEKPI'LA,sigo estornudando.,a'shupalekpi'la,False
P02011,Aprendí mucho.,NINCHITULEK WAPU',aprendí mucho.,ninchitulek wapu',False
P02012,Adoro aprender.,IYATULEK ÑINCHITAK,adoro aprender.,iyatulek ñinchitak,False
P02013,Debo encontrarlo.,KANAN'A'KASU' ÑAPALLI,debo encontrarlo.,kanan'a'kasu' ñapalli,False
P02014,Debo ayudarlo.,KATU'PA'A'KASU' ÑAPALLI,debo ayudarlo.,katu'pa'a'kasu' ñapalli,False
P02015,Debo advertirle.,WINTA'KASU' ÑAPALLI,debo advertirle.,winta'kasu' ñapalli,False
P02016,Necesito Internet.,LUWANTULEK INTERNET,necesito internet.,luwantulek internet,False
P02017,Necesito entrar.,YADA'LEK,necesito entrar.,yada'lek,False
P02018,Pedí pizza.,PIZZA LEKTULEK,pedí pizza.,pizza lektulek,False
P02019,Le burlé.,TUMU'TULEK,le burlé.,tumu'tulek,False
P02020,Lo reconozco.,LUWER'CHULEK,lo reconozco.,luwer'chulek,False
P02021,Hablo inglés.,LUNPALEK INGLES,hablo inglés.,lunpalek ingles,False
P02022,Hablo español.,LUNPALEK ESPAÑOL,hablo español.,lunpalek español,False
P02023,Estudio inglés.,ALEK'APALLINER'KU INGLES,estudio inglés.,alek'apalliner'ku ingles,False
P02024,Despierto temprano.,NANPILADAPALEK SHAMPASIK,despierto temprano.,nanpiladapalek shampasik,False
P02025,Quiero aquél.,LUWANTULEK NANA,quiero aquél.,luwantulek nana,False
P02026,Quiero bailar.,YALANSA'LEK,quiero bailar.,yalansa'lek,False
P02027,Quiero conducir.,YAEKPA'LEK,quiero conducir.,yaekpa'lek,True
P02028,Quiero manejar.,YAEKPA'LEK,quiero manejar.,yaekpa'lek,True
P02029,Quiero aprender.,YAÑINCHITULEK,quiero aprender.,yañinchitulek,True
P02030,Quise llorar.,YAWELLIEKWINEK,quise llorar.,yawelliekwinek,False
P02031,Quise pagar.,YAPANWILEK'TUWINEK,quise pagar.,yapanwilek'tuwinek,False
P02032,Nací aquí.,ASEK WADEKLLINER'KU,nací aquí.,asek wadeklliner'ku,False
P02033,Fui despedido.,USU'LLINER'KU,fui despedido.,usu'lliner'ku,True
P02034,Estaba escuchando.,LAUK'TAPAWINEK,estaba escuchando.,lauk'tapawinek,False
P02035,Seguiré.,TUPIECHEK,seguiré.,tupiechek,False
P02036,Estaría agradecido.,YUSPEINE'PI ÑAPINA'KA,estaría agradecido.,yuspeine'pi ñapina'ka,False
P02037,Lo arreglaré.,TEKDIPER'ECHEK,lo arreglaré.,tekdiper'echek,False
P02038,Estaré contento.,MUSU' ÑAPE'CHEK,estaré contento.,musu' ñape'chek,False
P02039,Con placer.,SAKEKSU'LEK,con placer.,sakeksu'lek,False
P02040,Seré paciente.,WA'TENTUTEK ÑIECHEK,seré paciente.,wa'tentutek ñiechek,False
P02041,Estaré esperando.,WA'TENTAPECHEK,estaré esperando.,wa'tentapechek,False
P02042,Traeré vino.,KERE'CHEK VINU',traeré vino.,kere'chek vinu',False
P02043,Lo buscaré.,DUNKER'ECHEK,lo buscaré.,dunker'echek,False
P02044,Te premiaré.,PANUERKEN,te premiaré.,panuerken,True
P02045,Te recompensaré.,PANUERKEN,te recompensaré.,panuerken,True
P02046,Estoy comprendiendo.,LACHEK'APILALEK,estoy comprendiendo.,lachek'apilalek,False
P02047,Me carcajeo.,YAMERLEK,me carcajeo.,yamerlek,False
P02048,Estoy avergonzado.,ÑAPALEK DAKUTA'SU',estoy avergonzado.,ñapalek dakuta'su',False
P02049,Estoy ayudando.,KATU' PA'TAPALEK,estoy ayudando.,katu' pa'tapalek,False
P02050,Solo pregunto.,LEKTAPALEKSA',solo pregunto.,lektapaleksa',False
P02051,Solo bromeo.,SI'LENTAPALEKSA',solo bromeo.,si'lentapaleksa',False
P02052,Voy saliendo.,YUNSU'PILALEK,voy saliendo.,yunsu'pilalek,False
P02053,Soy zurdo.,AMENNAN NUKA'KA,soy zurdo.,amennan nuka'ka,False
P02054,Soy miope.,UMILU'LADA' NUKA'KA,soy miope.,umilu'lada' nuka'ka,False
P02055,Soy responsable.,LATEK'TUTEK NUKA'KA,soy responsable.,latek'tutek nuka'ka,False
P02056,Sigo vivo.,NANPI'PALEK'I'LA,sigo vivo.,nanpi'palek'i'la,False
P02057,Lo cambié.,A'PAWILEKLEK,lo cambié.,a'pawileklek,False
P02058,Estoy constipado.,ÑAPALEK A'MECHAILUSU,estoy constipado.,ñapalek a'mechailusu,False
P02059,Suficiente.,NANASA',suficiente.,nanasa',True
P02060,Tuve suficiente.,A'ÑIWINEK NANASA',tuve suficiente.,a'ñiwinek nanasa',False
P02061,Oí eso.,LAUK'LEK NANA,oí eso.,lauk'lek nana,False
P02062,¿Es maestro?,¿A'LEK'TUTEK' NUKA'A?,¿es maestro?,¿a'lek'tutek' nuka'a?,False
P02063,¿Respira?,¿NERIAPALLI?,¿respira?,¿neriapalli?,False
P02064,¿Está satisfecho?,¿MUSU' ÑAPALLI?,¿está satisfecho?,¿musu' ñapalli?,False
P02065,¿Es venenoso?,¿SULLIMAN WANPALLI?,¿es venenoso?,¿sulliman wanpalli?,False
P02066,No duele.,KU'LA IKER'I'ÑI,no duele.,ku'la iker'i'ñi,False
P02067,¡Suena genial!,¡ILLIÑI U'CHIMU!,¡suena genial!,¡illiñi u'chimu!,False
P02068,Sabía dulce.,KASERSU' ÑIWIÑI,sabía dulce.,kasersu' ñiwiñi,False
P02069,Todo terminó.,IÑER' TA'WANTULLI,todo terminó.,iñer' ta'wantulli,False
P02070,Fue emocionante.,MUSU' ÑAPAWIÑI,fue emocionante.,musu' ñapawiñi,False
P02071,Era fabuloso.,U'CHIMU'ÑIWIÑI,era fabuloso.,u'chimu'ñiwiñi,False
P02072,Pronto lloverá.,IPIA'LA U'LENCHU,pronto lloverá.,ipia'la u'lenchu,False
P02073,Está botado.,DEKPI ÑAPALLI,está botado.,dekpi ñapalli,False
P02074,Es imposible.,YIENNICHI'NEK ,es imposible.,yiennichi'nek,False
P02075,¡Es increíble!,¡LATEK'INBU' NUKA'A!,¡es increíble!,¡latek'inbu' nuka'a!,False
P02076,Es irrelevante.,MA'KEK'PACHI'ÑI,es irrelevante.,ma'kek'pachi'ñi,False
P02077,Es engañoso.,TUMU'TEK' NUKA'A,es engañoso.,tumu'tek' nuka'a,False
P02078,Es refrescante.,SANEK'PIAK' NUKA'A,es refrescante.,sanek'piak' nuka'a,False
P02079,Solo ignórala.,LUWE'CHINBUER',solo ignórala.,luwe'chinbuer',True
P02080,Ignórala.,LUWE'CHINBUER',ignórala.,luwe'chinbuer',True
P02081,Solo continúa.,TUPITER'SA',solo continúa.,tupiter'sa',False
P02082,Solo pruébatela.,LATAKER'SA',solo pruébatela.,lataker'sa',False
P02083,Sigue sonriendo.,YAMERLADAPER'I'LA,sigue sonriendo.,yamerladaper'i'la,False
P02084,Siempre ríe.,NERPI'PU' YAMER'KER,siempre ríe.,nerpi'pu' yamer'ker,False
P02085,Seguí practicando.,TUPITULEK INPALERIAMU,seguí practicando.,tupitulek inpaleriamu,False
P02086,Sigue practicando.,TUPITER' INPALERIAN,sigue practicando.,tupiter' inpalerian,False
P02087,Sigan practicando.,TUPITUKU' INPALERIANMA',sigan practicando.,tupituku' inpalerianma',False
P02088,Déjame llevarlo.,TA'ITULA'U EKPE'CHEK,déjame llevarlo.,ta'itula'u ekpe'chek,False
