source_pair_id,shiwilu_original,shiwilu_variant,detected_suffix,swapped_with,spanish_kept,status,warning
U01715,lli'apalek,lli'apaek,lek,ek,lo noto.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01715,lli'apalek,lli'apau',lek,u',lo noto.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00447,pinaner'llidek,pinaner'llida',ek,a',nos olvidamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00447,pinaner'llidek,pinaner'llidu',ek,u',nos olvidamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00447,pinaner'llidek,pinaner'llidna',ek,na',nos olvidamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02172,yalunñidek,yalunñida',ek,a',queremos hablar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02172,yalunñidek,yalunñidu',ek,u',queremos hablar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02172,yalunñidek,yalunñidna',ek,na',queremos hablar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01135,luntaper'i'la,luntaper'i'a',la,a',siga leyendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01135,luntaper'i'la,luntaper'i'ek,la,ek,siga leyendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01135,luntaper'i'la,luntaper'i'u',la,u',siga leyendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01396,wa'tenchi'nek,wa'tenchi'na',ek,a',no esperé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01396,wa'tenchi'nek,wa'tenchi'nu',ek,u',no esperé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01396,wa'tenchi'nek,wa'tenchi'nna',ek,na',no esperé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00019,yamerku',yamerka',u',a',sonrían.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00019,yamerku',yamerkek,u',ek,sonrían.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00019,yamerku',yamerkna',u',na',sonrían.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02176,dei'techuner'kudek,dei'techuner'kuda',ek,a',seremos asesinados.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02176,dei'techuner'kudek,dei'techuner'kudu',ek,u',seremos asesinados.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02176,dei'techuner'kudek,dei'techuner'kudna',ek,na',seremos asesinados.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00694,wa'tentaterwa',wa'tentaterwek,a',ek,esperaremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00694,wa'tentaterwa',wa'tentaterwu',a',u',esperaremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00694,wa'tentaterwa',wa'tentaterwna',a',na',esperaremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01472,nu'la'lli,nu'la'a',lli,a',empeora.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01472,nu'la'lli,nu'la'ek,lli,ek,empeora.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01472,nu'la'lli,nu'la'u',lli,u',empeora.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00363,sanek'apalli,sanek'apaa',lli,a',está frío.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00363,sanek'apalli,sanek'apaek,lli,ek,está frío.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00363,sanek'apalli,sanek'apau',lli,u',está frío.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01051,insek'lutenapalli,insek'lutenapaa',lli,a',está sufriendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01051,insek'lutenapalli,insek'lutenapaek,lli,ek,está sufriendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01051,insek'lutenapalli,insek'lutenapau',lli,u',está sufriendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01137,teka'pa'ku'i'la,teka'pa'ku'i'a',la,a',sigan corriendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01137,teka'pa'ku'i'la,teka'pa'ku'i'ek,la,ek,sigan corriendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01137,teka'pa'ku'i'la,teka'pa'ku'i'u',la,u',sigan corriendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00179,luwanchi'nek,luwanchi'na',ek,a',me niego.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00179,luwanchi'nek,luwanchi'nu',ek,u',me niego.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00179,luwanchi'nek,luwanchi'nna',ek,na',me niego.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01568,aperlliner'kudek,aperlliner'kuda',ek,a',nos robaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01568,aperlliner'kudek,aperlliner'kudu',ek,u',nos robaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01568,aperlliner'kudek,aperlliner'kudna',ek,na',nos robaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00854,lansa'wa',lansa'wek,a',ek,bailemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00854,lansa'wa',lansa'wu',a',u',bailemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00854,lansa'wa',lansa'wna',a',na',bailemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01825,impaleriawa',impaleriawek,a',ek,practiquemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01825,impaleriawa',impaleriawu',a',u',practiquemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01825,impaleriawa',impaleriawna',a',na',practiquemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00689,tantenlek'wa',tantenlek'wek,a',ek,lo queremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00689,tantenlek'wa',tantenlek'wu',a',u',lo queremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00689,tantenlek'wa',tantenlek'wna',a',na',lo queremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01593,saka'tapalekwa',saka'tapalekwek,a',ek,estamos trabajando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01593,saka'tapalekwa',saka'tapalekwu',a',u',estamos trabajando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01593,saka'tapalekwa',saka'tapalekwna',a',na',estamos trabajando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
